date,open,high,low,close,volume,diff,ration,real
2019/6/10,35.6,35.7,35.35,35.5,4903,1.4,0.03943662,2
2019/6/11,35.7,36.65,35.5,36,9907,0.5,0.013888889,1
2019/6/12,36.05,36.4,35.8,36.25,4890,-0.15,-0.004137931,1
2019/6/13,36.45,37.55,36.35,36.8,14323,0.25,0.006793478,1
2019/6/14,37.15,37.25,36.75,36.9,5683,0.2,0.005420054,1
2019/6/17,36.85,37.25,36.5,36.5,4564,0.7,0.019178082,1
2019/6/18,36.65,36.8,36.05,36.1,3724,1.3,0.03601108,2
2019/6/19,36.6,37.1,36.5,37.05,8086,-0.3,-0.008097166,1
2019/6/20,37.5,37.6,36.95,37.1,6309,-0.3,-0.008086253,1
2019/6/21,37.35,37.65,36.9,37.2,8403,-0.5,-0.01344086,1
2019/6/24,37.4,37.5,37,37.4,4337,-0.85,-0.022727273,1
2019/6/25,37.65,38.05,36.7,36.75,9446,0.1,0.002721088,1
2019/6/26,36.6,36.85,36.35,36.8,2882,0.55,0.014945652,1
2019/6/27,37,37.1,36.7,36.7,3482,0.3,0.008174387,1
2019/6/28,36.95,36.95,36.55,36.55,2511,0.55,0.01504788,1
2019/7/1,36.8,37.3,36.8,36.85,4869,0.65,0.017639077,1
2019/7/2,37.1,37.6,37,37.35,5070,1.65,0.044176707,2
2019/7/3,37.55,37.55,36.9,37,4014,1.65,0.044594595,2
2019/7/4,37.3,37.35,37.05,37.1,2640,1.55,0.041778976,2
2019/7/5,37.35,37.5,37.1,37.5,3234,1.7,0.045333333,2
2019/7/8,39.2,40.2,38.8,39,23683,-0.1,-0.002564103,1
2019/7/9,39,39.2,38.35,38.65,9514,0.3,0.007761966,1
2019/7/10,38.7,39.05,38.55,38.65,5322,0.75,0.019404916,1
2019/7/11,39,39.4,38.9,39.2,9101,1.35,0.034438776,2
2019/7/12,39.65,39.65,38.85,38.9,5346,0.65,0.016709512,1
2019/7/15,39,39.1,38.45,38.95,6032,0.2,0.005134788,1
2019/7/16,39,39.95,38.95,39.4,8658,-0.15,-0.003807107,1
2019/7/17,39.3,40.55,39.2,40.55,16291,-1.05,-0.025893958,1
2019/7/18,40.35,41,39.5,39.55,15344,-0.2,-0.00505689,1
2019/7/19,39.65,39.9,39.15,39.15,7615,1.1,0.028097063,1
2019/7/22,39.15,39.55,39.05,39.25,4362,1,0.025477707,1
2019/7/23,39.3,39.75,39.3,39.5,4663,0.6,0.015189873,1
2019/7/24,39.9,39.95,39.35,39.35,4341,-0.6,-0.015247776,1
2019/7/25,39.4,40.4,39.4,40.25,9978,-1.4,-0.034782609,0
2019/7/26,40.2,40.4,39.9,40.25,5234,-2.3,-0.057142857,0
2019/7/29,40.5,40.95,40.1,40.1,6613,-3.3,-0.082294264,0
2019/7/30,40.3,40.45,38.7,38.75,9918,-2.35,-0.060645161,0
2019/7/31,38.9,39.25,38.7,38.85,4227,-3,-0.077220077,0
2019/8/1,38.4,38.55,37.9,37.95,6928,-4.95,-0.130434783,0
2019/8/2,37.55,37.55,36.5,36.8,8681,-3.95,-0.107336957,0
2019/8/5,36.75,37,36.35,36.4,4902,-3.15,-0.086538462,0
2019/8/6,35.4,36.05,35.1,35.85,6260,-3.2,-0.089260809,0
2019/8/7,32.5,33.75,32.4,33,21694,0.25,0.007575758,1
2019/8/8,32.6,33.25,32.6,32.85,9467,0.85,0.02587519,1
2019/8/12,32.9,33.3,32.55,33.25,6721,0.95,0.028571429,1
2019/8/13,32.8,33.1,32.35,32.65,7550,1.3,0.039816233,2
2019/8/14,33.1,33.8,33.1,33.25,6907,0.5,0.015037594,1
2019/8/15,32.9,34.45,32.6,33.7,6298,0.25,0.007418398,1
2019/8/16,33.95,34.35,33.8,34.2,6441,-0.15,-0.004385965,1
2019/8/19,34.05,34.2,33.75,33.95,3697,0.15,0.004418262,1
2019/8/20,34,34.3,33.75,33.75,2910,0.1,0.002962963,1
2019/8/21,33.95,34.2,33.8,33.95,2904,0.45,0.013254786,1
2019/8/22,34.4,34.45,33.95,34.05,2404,0.7,0.020558003,1
2019/8/23,34.2,34.4,33.9,34.1,2513,0.5,0.014662757,1
2019/8/26,33.4,33.95,33.4,33.85,2998,0.9,0.026587888,1
2019/8/27,34.2,35,34.2,34.4,5302,0.5,0.014534884,1
2019/8/28,34.65,34.95,34.55,34.75,3194,0,0,1
2019/8/29,35,35.1,34.6,34.6,2281,0.65,0.018786127,1
2019/8/30,34.9,35.35,34.7,34.75,4510,0.75,0.021582734,1
2019/9/2,34.6,34.9,34.3,34.9,3166,1.3,0.037249284,2
2019/9/3,35.35,35.35,34.7,34.75,2395,2,0.057553957,2
2019/9/4,34.65,35.35,34.65,35.25,3653,0.6,0.017021277,1
2019/9/5,35.55,35.95,35.4,35.5,4309,1.75,0.049295775,2
2019/9/6,35.85,36.45,35.5,36.2,5740,0.85,0.023480663,1
2019/9/9,36.55,37.25,36.4,36.75,6590,0.35,0.00952381,1
2019/9/10,36.6,36.9,35.8,35.85,4924,0.8,0.022315202,1
2019/9/11,36.05,37.5,36,37.25,8466,1.3,0.034899329,2
2019/9/12,37.6,37.9,36.8,37.05,5743,0.45,0.012145749,1
2019/9/16,37.2,37.2,36.55,37.1,3410,0.6,0.016172507,1
2019/9/17,37.2,37.65,36.65,36.65,4649,1,0.02728513,1
2019/9/18,37.15,39.9,37.05,38.55,25855,-0.95,-0.02464332,1
2019/9/19,38.6,38.85,37.5,37.5,11774,-0.85,-0.022666667,1
2019/9/20,37.6,38.15,37.3,37.7,6580,-1,-0.026525199,1
2019/9/23,38,38.25,37.65,37.65,3495,-2.15,-0.057104914,0
2019/9/24,37.9,38.15,37.55,37.6,3126,-1.45,-0.03856383,0
2019/9/25,37.35,37.45,36.6,36.65,5459,-0.6,-0.016371078,1
2019/9/26,37,37.25,36.65,36.7,3659,-0.25,-0.006811989,1
2019/9/27,36.95,37,35.5,35.5,7919,1.35,0.038028169,2
2019/10/1,36,36.5,35.85,36.15,4270,1.35,0.037344398,2
2019/10/2,36.05,36.25,35.8,36.05,2206,2.2,0.061026352,2
2019/10/3,35.85,36.45,35.5,36.45,2991,1.25,0.034293553,2
2019/10/4,37.25,37.8,36.7,36.85,9559,1.4,0.037991859,2
2019/10/7,37.7,38.3,37.35,37.5,7608,0.45,0.012,1
2019/10/8,37.85,38.4,37.4,38.25,9740,-0.75,-0.019607843,1
2019/10/9,38.3,38.6,37.7,37.7,8516,0.4,0.01061008,1
2019/10/14,38.2,38.55,37.85,38.25,7082,-0.35,-0.009150327,1
2019/10/15,38.35,38.8,37.9,37.95,6319,0.15,0.003952569,1
2019/10/16,38.2,38.35,37.5,37.5,4438,0.5,0.013333333,1
2019/10/17,37.5,38.2,37.35,38.1,3958,0.4,0.010498688,1
2019/10/18,38.15,38.65,37.8,37.9,5561,1.35,0.035620053,2
2019/10/21,37.95,38.25,37.7,38.1,3047,0.65,0.017060367,1
2019/10/22,38.55,38.6,37.95,38,4069,-0.1,-0.002631579,1
2019/10/23,38.05,39.2,38.05,38.5,10309,-1,-0.025974026,1
2019/10/24,39,39.45,38.65,39.25,8785,-1.75,-0.044585987,0
2019/10/25,39.5,39.5,38.5,38.75,7549,-1.95,-0.050322581,0
2019/10/28,39.05,39.05,37.9,37.9,7101,-0.6,-0.015831135,1
2019/10/29,38.15,38.35,37.4,37.5,5498,-0.2,-0.005333333,1
2019/10/30,37.6,38.2,37.5,37.5,4630,0,0,1
2019/10/31,37.6,37.9,36.7,36.8,6323,0.1,0.002717391,1
2019/11/1,36.8,37.35,36.7,37.3,3110,-1.2,-0.032171582,0
2019/11/4,37.45,37.65,37.15,37.3,3674,-1.55,-0.04155496,0
2019/11/5,37.4,37.9,37.4,37.5,4177,-2.85,-0.076,0
2019/11/6,37.5,37.6,36.85,36.9,3805,-1.85,-0.050135501,0
2019/11/7,35.9,36.25,35.5,36.1,9844,-1.15,-0.031855956,0
2019/11/8,36,36.1,35.65,35.75,3580,-1.4,-0.039160839,0
2019/11/11,35.1,35.4,34.6,34.65,6702,0.2,0.005772006,1
2019/11/12,34.8,35.2,34.7,35.05,3904,0.45,0.012838802,1
2019/11/13,35.05,35.2,34.75,34.95,2953,0.15,0.004291845,1
2019/11/14,35.25,35.25,34.05,34.35,6321,0.4,0.011644833,1
2019/11/15,34.55,35.1,34.55,34.85,3141,-0.1,-0.00286944,1
2019/11/18,35,35.5,34.95,35.5,3239,-0.65,-0.018309859,1
2019/11/19,35.5,35.5,35,35.1,2797,-0.1,-0.002849003,1
2019/11/20,35.15,35.2,34.65,34.75,3249,0.45,0.01294964,1
2019/11/21,34.7,34.75,34.4,34.75,2631,1.15,0.033093525,2
2019/11/22,34.85,35.15,34.75,34.85,2441,0.5,0.014347202,1
2019/11/25,35,35.4,34.95,35,2513,0.05,0.001428571,1
2019/11/26,35.3,35.45,35.1,35.2,2528,0.2,0.005681818,1
2019/11/27,35.65,36.3,35.65,35.9,7941,-0.45,-0.012534819,1
2019/11/28,35.85,35.9,35.3,35.35,3431,-0.2,-0.005657709,1
2019/11/29,35.35,35.55,35,35.05,3408,0.8,0.022824536,1
2019/12/2,35.3,35.45,34.95,35.4,3987,0.1,0.002824859,1
2019/12/3,35.1,35.45,35.1,35.45,2065,-0.35,-0.009873061,1
2019/12/4,35.45,35.45,35.05,35.15,2108,0.3,0.008534851,1
2019/12/5,35.2,35.95,35.2,35.85,4755,-0.15,-0.0041841,1
2019/12/6,35.95,36,35.5,35.5,3264,0.9,0.025352113,1
2019/12/9,35,35.25,34.95,35.1,4001,0.45,0.012820513,1
2019/12/10,35.1,35.85,35.1,35.45,3310,3.65,0.102961918,2
2019/12/11,35.5,35.85,35.5,35.7,3248,2.3,0.06442577,2
2019/12/12,36.1,37.5,36.1,36.4,18582,1.7,0.046703297,2
2019/12/13,36.25,36.4,35.5,35.55,6916,2.95,0.082981716,2
2019/12/16,36,39.1,36,39.1,39344,-0.1,-0.002557545,1
2019/12/17,39.1,39.1,38,38,31730,1.2,0.031578947,2
2019/12/18,37.75,39.55,37.6,38.1,27910,0.65,0.017060367,1
2019/12/19,38.1,38.7,37.85,38.5,11432,0.4,0.01038961,1
2019/12/20,38.5,39.4,38.3,39,19743,-0.6,-0.015384615,1
2019/12/23,39.25,40.7,39.15,39.2,32140,-0.7,-0.017857143,1
2019/12/24,39.2,39.35,38.75,38.75,10176,-0.4,-0.010322581,1
2019/12/25,38.9,39.6,38.85,38.9,7558,-0.45,-0.011568123,1
2019/12/26,38.95,39.3,38.2,38.4,8111,-0.05,-0.001302083,1
2019/12/27,38.75,39.4,38.5,38.5,10612,-0.35,-0.009090909,1
2019/12/30,38.7,38.8,38.3,38.35,5117,-0.15,-0.003911343,1
2019/12/31,38.35,38.8,38.35,38.45,4257,-1.45,-0.037711313,0
2020/1/2,38.75,38.85,38.35,38.35,4756,-2.2,-0.057366362,0
2020/1/3,38.55,38.7,37.8,38.15,7331,-1.2,-0.031454784,0
2020/1/6,38.2,38.55,38.1,38.2,4543,-1.55,-0.040575916,0
2020/1/7,38.4,38.5,36.95,37,9037,0.5,0.013513514,1
2020/1/8,36.5,36.8,36.15,36.15,5734,1.65,0.045643154,2
2020/1/9,36.5,37.05,36.5,36.95,4140,0.4,0.01082544,1
2020/1/10,36.85,36.9,36.25,36.65,3276,1.05,0.028649386,1
2020/1/13,36.65,37.55,36.35,37.5,4373,0.3,0.008,1
2020/1/14,37.5,37.8,37.25,37.8,3202,-0.25,-0.006613757,1
2020/1/15,37.85,38.15,37.3,37.35,4803,-3.15,-0.084337349,0
2020/1/16,37.4,37.7,37.35,37.7,2166,-3.45,-0.091511936,0
2020/1/17,37.95,38.2,37.65,37.8,3955,-4.8,-0.126984127,0
2020/1/20,37.95,38.1,37.5,37.55,2433,-4.05,-0.107856192,0
2020/1/30,34.6,35.5,34.05,34.2,10089,-0.6,-0.01754386,1
2020/1/31,35,35.1,34.05,34.25,5250,-0.05,-0.001459854,1
2020/2/3,33,33.1,31.2,33,8259,0.35,0.010606061,1
2020/2/4,33.2,33.5,33.05,33.5,4583,-0.45,-0.013432836,1
2020/2/5,34,34.3,33.3,33.6,4498,0.4,0.011904762,1
2020/2/6,34.05,34.3,33.75,34.2,3278,-0.05,-0.001461988,1
2020/2/7,33.9,33.9,33.35,33.35,4538,0.8,0.023988006,1
2020/2/10,32.95,33.45,32.4,33.05,3438,1.35,0.040847201,2
2020/2/11,33.6,34,33.45,34,3032,0.6,0.017647059,1
2020/2/12,34.5,34.5,34.05,34.15,3437,0.6,0.017569546,1
2020/2/13,34.45,34.75,33.9,34.15,4661,0.55,0.016105417,1
2020/2/14,34.25,34.65,34.2,34.4,3614,0.9,0.026162791,1
2020/2/17,34.3,34.8,34.2,34.6,3175,0.85,0.024566474,1
2020/2/18,34.7,35.2,34.6,34.75,4559,0.15,0.004316547,1
2020/2/19,34.85,35,34.55,34.7,2704,0.2,0.005763689,1
2020/2/20,35,35.35,34.8,35.3,3878,1.2,0.033994334,2
2020/2/21,35.8,36.45,35.45,35.45,9482,-0.45,-0.012693935,1
2020/2/24,35,35.2,34.75,34.9,3934,1.5,0.042979943,2
2020/2/25,34.5,34.95,34.3,34.9,3816,2.55,0.073065903,2
2020/2/26,34.75,36.85,34.7,36.5,12695,1.15,0.031506849,2
2020/2/27,37,37.05,35,35,12959,1.9,0.054285714,2
2020/3/2,34.05,36.55,34,36.4,10076,1.15,0.031593407,2
2020/3/3,37,38.4,36.5,37.45,19542,-1.85,-0.049399199,0
2020/3/4,37.25,37.95,36.8,37.65,8499,-1.85,-0.049136786,0
2020/3/5,38,38.2,36.85,36.9,9920,-2.05,-0.055555556,0
2020/3/6,36.95,37.7,36.75,37.55,7822,-5.45,-0.145139814,0
2020/3/9,37.3,37.3,35.6,35.6,9530,-5.85,-0.164325843,0
2020/3/10,35,35.9,34.6,35.8,6897,-8.8,-0.245810056,0
2020/3/11,35.95,36.05,34.3,34.85,6002,-7.9,-0.226685796,0
2020/3/12,34.7,34.7,31.9,32.1,12699,-5.15,-0.160436137,0
2020/3/13,29,30.2,28.9,29.75,16204,-1.35,-0.045378151,0
2020/3/16,29.75,30.25,27,27,12927,2.45,0.090740741,2
2020/3/17,25.5,27.45,25.4,26.95,10813,0.75,0.027829314,1
2020/3/18,27.55,28.95,26.95,26.95,10899,1.45,0.05380334,2
2020/3/19,27.7,28.65,25.6,28.4,29821,0.5,0.017605634,1
2020/3/20,29.8,30.5,29.4,29.45,20511,-0.6,-0.020373514,1
2020/3/23,28.25,28.3,26.7,27.7,7494,0.25,0.009025271,1
2020/3/24,28.2,28.85,28.2,28.4,7410,-0.1,-0.003521127,1
2020/3/25,29.2,29.6,28.4,28.9,8826,-0.5,-0.017301038,1
2020/3/26,29.15,29.15,28.15,28.85,5249,0.05,0.001733102,1
2020/3/27,29.45,29.55,27.95,27.95,8097,1.4,0.050089445,2
2020/3/30,27.2,28.3,27.2,28.3,5116,0.95,0.033568905,2
2020/3/31,29.1,29.3,28.4,28.4,7386,1.95,0.068661972,2
2020/4/1,28.3,28.9,28.1,28.9,3987,0.8,0.027681661,1
2020/4/6,29.7,29.75,28.85,29.35,6483,1.05,0.035775128,2
2020/4/7,29.3,29.5,28.9,29.25,8925,1.35,0.046153846,2
2020/4/8,29.2,30.8,29.05,30.35,12055,0.25,0.008237232,1
2020/4/9,30.5,30.9,29.7,29.7,8746,1.5,0.050505051,2
2020/4/10,29.8,30.4,29.55,30.4,6336,0.8,0.026315789,1
2020/4/13,30.85,30.9,30.2,30.6,7552,-0.55,-0.017973856,1
2020/4/14,30.7,31,30.5,30.6,5902,-0.55,-0.017973856,1
2020/4/15,31.15,32.1,30.95,31.2,10099,-2.4,-0.076923077,0
2020/4/16,30.8,31.5,30.7,31.2,5044,-2.6,-0.083333333,0
2020/4/17,31.7,31.8,29.85,30.05,12621,-1.25,-0.041597338,0
2020/4/20,30.2,30.3,29.65,30.05,4355,-0.9,-0.029950083,1
2020/4/21,29.95,30.35,28.8,28.8,8210,1.2,0.041666667,2
2020/4/22,28.7,29.2,28.35,28.6,5872,1.35,0.047202797,2
2020/4/23,28.95,29.1,28.6,28.8,3737,1.05,0.036458333,2
2020/4/24,28.8,29.45,28.65,29.15,3845,0.85,0.02915952,1
2020/4/27,29.4,30.25,29.25,30,6038,-0.75,-0.025,1
2020/4/28,30.25,30.55,29.85,29.95,4968,-0.55,-0.01836394,1
2020/4/29,30.2,30.35,29.8,29.85,4576,-0.15,-0.005025126,1
2020/4/30,30.25,30.4,29.95,30,5070,-0.9,-0.03,1
2020/5/4,29.45,29.6,29.2,29.25,5140,-0.35,-0.011965812,1
2020/5/5,29.5,29.95,29.35,29.4,3818,-0.5,-0.017006803,1
2020/5/6,29.7,30.15,29.4,29.7,5650,-0.6,-0.02020202,1
2020/5/7,28.95,29.25,28.6,29.1,9471,0.05,0.001718213,1
2020/5/8,29.25,29.3,28.85,28.9,4207,-0.7,-0.024221453,1
2020/5/11,28.95,29.2,28.55,28.9,4883,-0.6,-0.020761246,1
2020/5/12,29.05,29.35,28.85,29.1,4111,-1.15,-0.0395189,0
2020/5/13,29.15,29.4,29,29.15,5390,-0.5,-0.017152659,1
2020/5/14,29.1,29.1,28.15,28.2,6546,0.5,0.017730496,1
2020/5/15,28.75,28.8,28.2,28.3,5320,0.5,0.017667845,1
2020/5/18,28.3,28.5,27.7,27.95,4671,0.15,0.005366726,1
2020/5/19,28.35,28.7,28.15,28.65,4061,0.85,0.029668412,1
2020/5/20,28.85,29.35,28.65,28.7,5502,1.3,0.045296167,2
2020/5/21,28.8,29.15,28.7,28.8,3262,1.9,0.065972222,2
2020/5/22,28.85,28.85,28.1,28.1,4182,1.5,0.053380783,2
2020/5/25,28.65,29.8,28.35,29.5,10271,1,0.033898305,2
2020/5/26,30.4,30.5,29.9,30,11930,0.55,0.018333333,1
2020/5/27,30.85,31.15,30.5,30.7,10708,-0.7,-0.022801303,1
2020/5/28,30.9,31,29.5,29.6,9554,0.55,0.018581081,1
2020/5/29,30,30.5,29.55,30.5,6974,-0.3,-0.009836066,1
2020/6/1,30.5,30.75,30,30.55,6594,-0.4,-0.01309329,1
2020/6/2,30.55,30.55,29.9,30,5346,0.45,0.015,1
2020/6/3,30.3,30.35,29.95,30.15,4670,0,0,1
2020/6/4,30.35,30.7,30.1,30.2,5074,-0.15,-0.004966887,1
2020/6/5,30.2,30.35,29.95,30.15,4147,-0.3,-0.009950249,1
2020/6/8,30.55,30.8,30.2,30.45,6653,-1.3,-0.042692939,0
2020/6/9,30.45,30.55,30.15,30.15,4531,-0.45,-0.014925373,1
2020/6/10,30.3,30.3,29.85,30.05,5640,-0.05,-0.001663894,1
2020/6/11,30.15,30.6,29.8,29.85,8056,0.9,0.030150754,2
2020/6/12,29,29.15,28.45,29.15,9188,1.65,0.056603774,2
2020/6/15,29.3,30.65,29.1,29.7,10571,0.6,0.02020202,1
2020/6/16,30.1,30.45,29.75,30,8050,0.5,0.016666667,1
2020/6/17,30.75,31.4,30.55,30.75,16343,-0.15,-0.004878049,1
2020/6/18,30.7,31.15,30.6,30.8,9427,-0.3,-0.00974026,1
2020/6/19,31,31.2,30.3,30.3,20757,-0.15,-0.004950495,1
2020/6/22,30.6,30.8,30.4,30.5,4186,2.65,0.086885246,2
2020/6/23,30.95,31.1,30.4,30.6,4580,1.75,0.057189542,2
2020/6/24,30.7,31,30.5,30.5,6347,2,0.06557377,2
2020/6/29,30.05,30.5,30.05,30.15,4338,2.25,0.074626866,2
2020/6/30,30.5,33.15,30.45,33.15,23578,-0.05,-0.001508296,1
2020/7/1,33.95,33.95,32.2,32.35,26805,0.6,0.018547141,1
2020/7/2,32.5,33.1,32.2,32.5,10697,0.95,0.029230769,1
2020/7/3,32.75,33.25,32.3,32.4,9814,0.5,0.015432099,1
2020/7/6,32.55,33.75,32.55,33.1,12871,-1.8,-0.054380665,0
2020/7/7,34,34.4,32.85,32.95,13969,-1.15,-0.034901366,0
2020/7/8,32.95,33.9,32.95,33.45,9017,-2.45,-0.073243647,0
2020/7/9,33.8,33.9,32.9,32.9,10263,-2.2,-0.066869301,0
2020/7/10,32.95,33,31.3,31.3,11993,-0.15,-0.004792332,1
2020/7/13,31.65,32.05,31.2,31.8,6472,-0.8,-0.025157233,1
2020/7/14,31.55,31.7,30.85,31,6454,0.5,0.016129032,1
2020/7/15,31.4,31.45,30.7,30.7,6773,0.5,0.016286645,1
2020/7/16,31,31.8,31,31.15,7510,0.1,0.003210273,1
2020/7/17,31.25,31.4,30.45,31,8233,-0.1,-0.003225806,1
2020/7/20,31.1,31.8,30.7,31.5,8655,-0.75,-0.023809524,1
2020/7/21,31.6,31.7,31.15,31.2,7130,-1.15,-0.036858974,0
2020/7/22,31.35,31.65,31.25,31.25,5938,-2.3,-0.0736,0
2020/7/23,31.35,31.5,30.85,30.9,5979,-1.4,-0.045307443,0
2020/7/24,30.85,31.65,30.7,30.75,9181,-0.85,-0.027642276,1
2020/7/27,30.95,31.05,30.05,30.05,7684,-0.15,-0.004991681,1
2020/7/28,30.2,30.5,28.85,28.95,10114,0.9,0.031088083,2
2020/7/29,29.1,29.75,28.95,29.5,5207,0.85,0.028813559,1
2020/7/30,29.9,30.4,29.8,29.9,5356,0.35,0.011705686,1
2020/7/31,30,30.15,29.6,29.9,4334,1.15,0.038461538,2
2020/8/3,30.1,30.35,29.8,29.85,4213,0.25,0.008375209,1
2020/8/4,30.1,31,30,30.35,9970,0.1,0.003294893,1
2020/8/5,30.7,30.75,30.15,30.25,11713,-0.1,-0.003305785,1
2020/8/6,30.55,31.6,30.5,31.05,11226,-1.3,-0.041867955,0
2020/8/7,30.6,30.65,30,30.1,8842,-0.65,-0.021594684,1
2020/8/10,30.15,30.9,30.1,30.45,5095,-0.45,-0.014778325,1
2020/8/11,30.45,30.6,30.15,30.15,4075,0.05,0.001658375,1
2020/8/12,30.2,30.25,29.7,29.75,5304,0,0,1
2020/8/13,30,30.1,29.4,29.45,4613,-0.05,-0.001697793,1
2020/8/14,29.5,30.4,29.4,30,4904,-1.9,-0.063333333,0
2020/8/17,30.4,30.4,29.95,30.2,4924,-1.4,-0.046357616,0
2020/8/18,30.25,30.4,29.65,29.75,3772,-0.85,-0.028571429,1
2020/8/19,29.85,29.95,29.35,29.4,3914,-0.45,-0.015306122,1
2020/8/20,29.4,29.4,27.3,28.1,11633,1.95,0.069395018,2
2020/8/21,28.35,28.9,28.25,28.8,4692,1,0.034722222,2
2020/8/24,28.95,29.4,28.5,28.9,4340,1.1,0.038062284,2
2020/8/25,29.05,29.55,28.9,28.95,3689,1.15,0.039723661,2
2020/8/26,29.15,30.2,28.8,30.05,7348,0.4,0.013311148,1
2020/8/27,30.2,30.55,29.65,29.8,12678,1,0.033557047,2
2020/8/28,29.8,30.3,29.45,30,4334,0.55,0.018333333,1
2020/8/31,30.2,31.05,30.1,30.1,12527,0.5,0.016611296,1
2020/9/1,30.35,30.65,30.05,30.45,5957,0.55,0.018062397,1
2020/9/2,30.85,31.4,30.7,30.8,9835,-0.35,-0.011363636,1
2020/9/3,30.95,31,30.45,30.55,6125,0.45,0.014729951,1
2020/9/4,29.6,30.8,29.6,30.6,6020,-0.05,-0.001633987,1
2020/9/7,31,32,30.8,31,13208,-0.75,-0.024193548,1
2020/9/8,31,31.2,30.4,30.45,5075,0,0,1
2020/9/9,30.15,31.2,30.1,31,6413,-0.3,-0.009677419,1
2020/9/10,31.25,31.3,30.5,30.55,6047,-0.05,-0.001636661,1
2020/9/11,30.7,30.8,30.1,30.25,4118,0,0,1
2020/9/14,30.3,30.6,30.3,30.45,2399,-0.35,-0.011494253,1
2020/9/15,30.65,31.2,30.55,30.7,5915,-0.55,-0.017915309,1
2020/9/16,30.9,31,30.4,30.5,3495,-0.9,-0.029508197,1
2020/9/17,30.5,30.7,30.15,30.25,3258,-0.95,-0.031404959,0
2020/9/18,30.35,30.4,30.1,30.1,3953,-1.75,-0.058139535,0
2020/9/21,30.2,30.6,30.1,30.15,3555,-1.8,-0.059701493,0
2020/9/22,30.1,30.15,29.55,29.6,4857,-1.15,-0.038851351,0
2020/9/23,29.75,29.85,29.3,29.3,4204,-0.7,-0.023890785,1
2020/9/24,29,29.15,28.35,28.35,6330,0.25,0.008818342,1
2020/9/25,28.6,28.8,27.75,28.35,6405,0.55,0.019400353,1
2020/9/28,28.5,28.7,28.3,28.45,3555,0.55,0.019332162,1
2020/9/29,28.7,28.9,28.5,28.6,2838,0.9,0.031468531,2
2020/9/30,28.8,28.8,28.5,28.6,1684,0.6,0.020979021,1
2020/10/5,28.75,28.9,28.6,28.9,1988,0.3,0.010380623,1
2020/10/6,29.05,29.45,29,29,3115,-29,-1,0
2020/10/7,29.75,29.95,29.35,29.5,7856,-29.5,-1,0
2020/10/8,29.55,29.8,29.2,29.2,3558,-29.2,-1,0
2020/10/12,29.25,29.7,29.1,29.2,3534,-29.2,-1,0
